sample	bio1	bio2	bio3	bio4	bio5	bio6	bio7	bio8	bio9	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19
c_ll_cr_0208	71.8802816901408	85.056338028169	26.9507042253521	7882.95774647887	228.366197183099	-81.1197183098592	309.485915492958	166.295774647887	-23.5492957746479	167.316901408451	-35.8732394366197	684.056338028169	96.0985915492958	33.169014084507	37.9929577464789	268.950704225352	105.781690140845	268.880281690141	114.422535211268
c_ll_cr_0209	94.3255813953488	94.3798449612403	30.8062015503876	7451.84496124031	252.372093023256	-48.7906976744186	301.162790697674	169.68992248062	8.08527131782946	185.410852713178	-5.65891472868217	699.604651162791	100.968992248062	40.3488372093023	30.9922480620155	259.341085271318	124.604651162791	243.364341085271	137.023255813953
c_ll_cr_0212	71.2340425531915	84.5673758865248	26.9290780141844	7857.07092198582	227.148936170213	-80.7943262411348	307.943262411348	164.709219858156	-23.8297872340426	166.41134751773	-36.0070921985816	689.22695035461	96.4397163120567	33.6950354609929	37.6028368794326	269.723404255319	107.22695035461	269.539007092199	116.021276595745
c_ll_ba_0224	97.2689075630252	98.5294117647059	33.3529411764706	6709.63865546218	255.176470588235	-35.8151260504202	290.991596638655	43.9915966386555	180.705882352941	182.201680672269	10.3529411764706	895.453781512605	112.226890756303	43.2436974789916	26.5966386554622	302.268907563025	141.302521008403	143.81512605042	265.168067226891
c_ll_ba_0226	94.975	100.258333333333	33.45	6801.26666666667	255.15	-40.15	295.3	47	177.375	180.733333333333	6.51666666666667	836.483333333333	103.266666666667	42.6166666666667	24.9166666666667	276.183333333333	138.083333333333	141.708333333333	240.05
c_ll_ba_0227	96.1475409836066	98.9426229508197	33.5	6682.55737704918	254.33606557377	-36.6147540983607	290.950819672131	43.9754098360656	179.360655737705	180.844262295082	9.71311475409836	883.606557377049	111	42.7213114754098	26.7459016393443	298.491803278689	139.213114754098	141.770491803279	261.049180327869
c_ll_ba_0228	96.6290322580645	99.7983870967742	33.2177419354839	6855.74193548387	256.790322580645	-39.1370967741936	295.927419354839	49.258064516129	179.685483870968	182.943548387097	7.24193548387097	849.016129032258	104.298387096774	43.3951612903226	24.5564516129032	279.758064516129	141.032258064516	144.548387096774	243.790322580645
c_ll_ba_0229	97.475	98.65	33.3583333333333	6717.51666666667	255.541666666667	-35.7666666666667	291.308333333333	44.975	180.975	182.5	10.4416666666667	892.05	111.775	43.1333333333333	26.5416666666667	300.95	140.95	143.541666666667	263.875
c_ll_ba_0230	97.475	98.65	33.3583333333333	6717.51666666667	255.541666666667	-35.7666666666667	291.308333333333	44.975	180.975	182.5	10.4416666666667	892.05	111.775	43.1333333333333	26.5416666666667	300.95	140.95	143.541666666667	263.875
c_ll_ca_0240	66.034188034188	111.991452991453	33.9316239316239	7460.97435897436	235	-91.3247863247863	326.324786324786	87.5299145299145	-4.7008547008547	157.08547008547	-33.0683760683761	924.196581196581	117.247863247863	48.5982905982906	27.9316239316239	313.752136752137	163.418803418803	234.08547008547	218.111111111111
c_ll_ca_0241	73.1900826446281	98.3471074380165	30.2314049586777	7758.87603305785	241.900826446281	-78.3057851239669	320.206611570248	132.256198347107	-27.603305785124	170.495867768595	-27.603305785124	691.619834710744	108.231404958678	21.900826446281	46.9421487603306	288.545454545455	76.3719008264463	248.223140495868	76.3719008264463
c_ll_ca_0242	70.8655462184874	116.084033613445	32.1176470588235	8375.84033613445	258.781512605042	-98.9495798319328	357.731092436975	101.27731092437	48.218487394958	174.18487394958	-40.1176470588235	447.36974789916	76.9579831932773	17.672268907563	45.672268907563	189.260504201681	59.3613445378151	106.529411764706	65.7310924369748
c_ll_ca_0243	84.208	91.832	27.744	7872.008	263.36	-64.976	328.336	125.872	41.672	184.248	-15.928	524.896	77.448	19.944	39.376	204.04	68.928	156.272	74.48
c_ll_ca_0244	82.1788617886179	90.2926829268293	27.2357723577236	7905.92682926829	262.463414634146	-66.6016260162602	329.065040650407	123.674796747967	45.4308943089431	182.886178861789	-17.9674796747967	511.235772357724	76.1138211382114	19	39.4878048780488	200.235772357724	65.739837398374	154.113821138211	72.4959349593496
c_ll_ca_0245	61.4193548387097	92.7177419354839	28.5322580645161	7961.52419354839	229.104838709677	-90.8870967741936	319.991935483871	133.564516129032	-39.7177419354839	161.653225806452	-41.5725806451613	658.266129032258	103.024193548387	20.3629032258065	46.9516129032258	276.129032258065	70.1048387096774	244.66935483871	70.4758064516129
c_ll_ca_0247	70.675	111.791666666667	33.6416666666667	7634.41666666667	240.5	-87.3833333333333	327.883333333333	125.933333333333	-28.6	165.291666666667	-29.725	728.925	108	29.85	40.2583333333333	284.791666666667	101.483333333333	241.591666666667	102.683333333333
c_ll_ca_0248	48.8130081300813	107.260162601626	35.3089430894309	6875.0406504065	207.317073170732	-93.5691056910569	300.886178861789	100.829268292683	-26.0731707317073	134.317073170732	-40.5365853658537	987.447154471545	132.682926829268	44.9837398373984	35.8943089430894	361.512195121951	150.934959349593	329.569105691057	169.626016260163
c_ll_ca_0252	47.416	107.664	34.088	7325.432	212.52	-100.968	313.488	116.024	-43.008	138.896	-47.8	866.4	122.272	36.432	39.336	333.68	121.936	310.536	126.392
c_ll_ca_0254	81.3076923076923	107.730769230769	34.1442307692308	7173.55769230769	243.355769230769	-68.2211538461538	311.576923076923	95.3653846153846	24.6346153846154	169.403846153846	-13.2307692307692	1076.07692307692	129.75	56.4423076923077	24.5576923076923	353.509615384615	192.519230769231	268.461538461538	270.173076923077
c_ll_ca_0259	63.3008130081301	93.8130081300813	28.349593495935	8190.48780487805	234.292682926829	-91.8943089430894	326.186991869919	142.991869918699	-40.780487804878	166.536585365854	-42.8455284552846	655.09756097561	102.569105691057	20.8617886178862	46.6585365853659	275.878048780488	70.2926829268293	249.065040650407	70.5934959349593
c_ll_ca_0260	62.479674796748	96.8536585365854	29.9105691056911	7755.08130081301	230.048780487805	-88.8455284552846	318.894308943089	127.650406504065	-38.2113821138211	159.731707317073	-38.2113821138211	706.780487804878	111.49593495935	21.4634146341463	48.5609756097561	297.983739837398	74.4552845528455	260.747967479675	74.4552845528455
